"profread","female","famrisk","center","noreadbo","minority","halfdayK","wksesl","p1ageent_66"
1,0,1,1,0,1,1,-0.41,3
1,1,0,0,0,1,1,-0.12,2
1,1,1,0,0,1,1,0.18,0
1,0,0,0,0,1,0,0.77,-4
1,1,1,1,0,1,0,0.97,-1
1,0,0,0,0,1,0,-0.12,-9
1,0,0,0,0,1,0,-0.11,-9
1,1,0,1,0,0,0,1.23,-3
1,1,0,1,0,0,1,-0.35,6
1,0,0,1,0,0,1,0.26,3
1,1,0,1,0,0,1,0.22,-4
1,0,0,1,0,0,1,0.17,6
1,0,0,0,0,1,1,0.22,3
1,1,0,1,0,1,1,0.67,1
1,1,1,1,1,1,0,0.52,-5
1,1,0,1,1,1,0,0.07,4
1,1,0,1,0,1,0,0.43,-4
1,0,1,1,1,0,0,1.82,-4
1,0,0,1,0,0,0,-0.12,6
1,1,0,0,0,0,0,0.24,-4
1,0,0,1,0,0,0,0.98,4
1,1,0,1,0,0,1,0.7,6
1,1,1,1,0,1,1,1.45,0
1,1,0,0,0,1,1,1.54,4
1,1,0,1,0,1,0,1.43,5
1,0,0,1,0,0,0,0.95,5
1,0,1,1,0,0,0,0.57,4
1,1,1,1,0,0,0,-0.54,4
1,1,1,0,0,1,0,-0.74,-3
1,0,0,1,0,0,0,-0.42,6
1,1,0,1,0,0,1,1.61,-1
1,1,1,1,0,1,1,2.02,-2
1,0,1,1,0,1,1,1.27,2
1,1,0,1,0,1,1,1.14,-3
1,0,0,1,0,0,1,0.02,1
1,0,0,1,0,0,1,0.29,3
1,1,0,0,0,0,1,0.18,5
1,0,0,1,0,1,1,0.13,2
1,1,1,1,0,0,1,-0.27,6
1,1,0,1,0,0,1,0.13,-2
1,1,0,0,0,0,1,0.45,5
1,0,1,1,0,0,1,-0.36,5
1,0,0,1,0,0,1,1.11,2
1,1,0,1,0,0,1,1.71,-1
1,1,0,0,0,1,0,1.04,-1
1,0,0,1,0,1,0,0.88,6
1,1,0,1,0,0,0,0.09,2
1,0,1,1,0,0,0,-1.04,-5
